"urls","mainCurrency","Price.USD","Per","Address","Construction.Type","New.Construction","Elevator","Floors.in.the.Building","The.House.Has","Parking","Floor.Area.sqm","Number.of.Rooms","Number.of.Bathrooms","Ceiling.Height","Floor","Balcony","Furniture","Renovation","Appliances","Window.Views"
"https://www.list.am/en/item/19029269","USD",95000,NA,"Yerevan › Malatia-Sebastia","Panels","No","Available","9","Playground","Outdoor parking",67,"2","1","from 2.75 m",9,"Closed balcony","Partial Furniture","Euro Renovation",NA,"Yard view, street view"
"https://www.list.am/en/item/19114411","USD",95000,NA,"Մալաթիայի փողոց, Երևան","Panels","No","Available","9","Intercom entry, playground","Outdoor parking",71,"3","2","from 2.75 m",9,"Closed balcony","Partial Furniture","Euro Renovation",NA,"Yard view, street view"
"https://www.list.am/en/item/18926582","USD",110000,NA,"Yerevan › Malatia-Sebastia","Panels","No","Available","9",NA,"Outdoor parking, covered parking, garage",90,"3","1","from 2.75 m",9,"Multiple balconies","Not available","Cosmetic Renovation",NA,"Yard view, street view, park view"
"https://www.list.am/en/item/18893879","USD",120000,NA,"Zoravar Andranik street, Yerevan","Panels","No","Available","9","Intercom entry, playground","Outdoor parking",85,"4","2","from 2.75 m",9,"Closed balcony","Available","Euro Renovation",NA,"Yard view, street view, park view"
"https://www.list.am/en/item/19860296","USD",130000,NA,"Zoravar Andranik street, Yerevan","Panels","No","Available","14","Intercom entry, playground","Outdoor parking",85,"3","2","from 2.75 m",14,"Multiple balconies","Available","Euro Renovation","Air conditioner, fridge, stove, washing machine","Yard view, street view"
"https://www.list.am/en/item/18837284","USD",115000,NA,"Օհանովի փողոց, Երևան","Panels","No","Available","9","Intercom entry","Outdoor parking",90,"4","2","from 2.75 m",9,"Closed balcony","By agreement","Major Renovation",NA,"Yard view, street view"
"https://www.list.am/en/item/18821605","USD",72500,NA,"Gusan Sheram Street, Yerevan","Panels","No","Available","9",NA,NA,67,"2","2","from 2.75 m",9,"Closed balcony","Partial Furniture","Euro Renovation",NA,"Yard view, street view"
"https://www.list.am/en/item/19093397","USD",110000,NA,"Zoravar Andranik street, Yerevan","Panels","No","Available","14",NA,NA,85,"3","2","from 2.75 m",14,"Closed balcony","Available","Euro Renovation",NA,NA
"https://www.list.am/en/item/19108181","USD",77000,NA,"Առնո Բաբաջանյան փողոց, Երևան","Panels","Yes","Available","10","Intercom entry, playground","Outdoor parking",67,"2","1","from 2.75 m",10,"Closed balcony","Not available","Euro Renovation",NA,NA
"https://www.list.am/en/item/19128154","USD",90000,NA,"Մալաթիայի փողոց, Երևան","Panels","No","Available","9","Playground","Outdoor parking",85,"4","1","from 2.75 m",9,"Closed balcony","Not available","Old Renovation",NA,"Yard view, street view"
"https://www.list.am/en/item/19898648","USD",215000,NA,"Arabkir 27th Street, Yerevan","Monolith","Yes","Available","17","Intercom entry, concierge, playground","Covered parking, garage",59,"3","1","from 3 m",17,"Open balcony","Available","Major Renovation","Air conditioner, fridge, washing machine","Yard view"
